tender_no,agency,category,award_date,fiscal_year,procurement_type,is_ett,n_rows,n_suppliers,awarded_amt,near_threshold,round_amount,high_share_incumbent,dominant_supplier_category,score,reasons
WSG000ETT21000002,Workforce Singapore,training,2021-05-04,FY2021,ETT,True,1,1,250780.0,False,False,False,False,0.0,
CCY000ETT21000004,"Ministry of Culture, Community and Youth - Ministry Headquarter",other,2021-05-04,FY2021,ETT,True,1,1,480000.0,False,True,False,False,1.0,round_amount
NST000ETT21000009,"Agency for Science, Technology and Research",supplies,2021-05-04,FY2021,ETT,True,1,1,134000.0,False,False,False,False,0.0,
PUB000ETT20300303,Public Utilities Board,cleaning/facilities,2021-05-04,FY2021,ETT,True,1,1,1068000.0,False,False,False,False,0.0,
DEF000ETT21000018,Ministry of Defence,other,2021-05-04,FY2021,ETT,True,1,1,709577.56,False,False,False,False,0.0,
MPA000ETT21000012,Maritime and Port Authority of Singapore,IT,2021-05-04,FY2021,ETT,True,1,1,76008.0,False,False,False,False,0.0,
NST000ETT20300079,"Agency for Science, Technology and Research",consultancy,2021-05-04,FY2021,ETT,True,1,1,2576000.0,False,False,False,False,0.0,
LTA000ETT20300084,Land Transport Authority,construction,2021-05-04,FY2021,ETT,True,1,1,11369480.0,False,False,False,False,0.0,
HLTHQ0ETT20300043,Ministry of Health-Ministry Headquarter,other,2021-05-05,FY2021,ETT,True,4,4,4.0,False,False,False,False,0.0,
HDB000ETT21000004,Housing and Development Board,IT,2021-05-05,FY2021,ETT,True,1,1,322560.0,False,False,False,False,0.0,
NEA000ETT21000009,National Environment Agency,consultancy,2021-05-05,FY2021,ETT,True,1,1,1508888.0,False,False,False,False,0.0,
HTX000ETT20300013,Home Team Science and Technology Agency,construction,2021-05-05,FY2021,ETT,True,1,1,7563807.0,False,False,False,False,0.0,
MPA000ETT21000009,Maritime and Port Authority of Singapore,IT,2021-05-05,FY2021,ETT,True,2,2,160173.0,False,False,False,False,0.0,
ISA000ETT21000003,ISEAS - Yusof Ishak Institute,other,2021-05-05,FY2021,ETT,True,2,2,1.0,False,False,False,False,0.0,
NST000ETT20300062,"Agency for Science, Technology and Research",cleaning/facilities,2021-05-05,FY2021,ETT,True,1,1,4332960.0,False,False,False,False,0.0,
MPA000ETT20300020,Maritime and Port Authority of Singapore,consultancy,2021-05-05,FY2021,ETT,True,1,1,7.7,False,False,False,False,0.0,
NEA000ETT21000031,National Environment Agency,supplies,2021-05-06,FY2021,ETT,True,1,1,112200.0,False,False,False,False,0.0,
PUB000ETT20300287,Public Utilities Board,supplies,2021-05-06,FY2021,ETT,True,2,2,8537313.0,False,False,False,False,0.0,
CEA000ETT21000002,Council for Estate Agencies,other,2021-05-06,FY2021,ETT,True,1,1,234200.0,False,False,False,False,0.0,
LTA000ETT20300067,Land Transport Authority,construction,2021-05-06,FY2021,ETT,True,1,1,2288000.0,False,False,False,False,0.0,
NEA000ETT21000001,National Environment Agency,other,2021-05-06,FY2021,ETT,True,3,3,982802.0,False,False,False,False,0.0,
NEA000ETT21000007,National Environment Agency,other,2021-05-06,FY2021,ETT,True,1,1,105000.0,False,False,False,False,0.0,
LTA000ETT20300065,Land Transport Authority,construction,2021-05-06,FY2021,ETT,True,1,1,5531252.0,False,False,False,False,0.0,
HSA000ETT20300058,Health Sciences Authority,other,2021-05-06,FY2021,ETT,True,1,1,3650000.8,False,False,False,False,0.0,
TPO000ETT21000008,Temasek Polytechnic,IT,2021-05-06,FY2021,ETT,True,1,1,398239.35,False,False,False,False,0.0,
CSC000ETT20300010,Civil Service College,other,2021-05-07,FY2021,ETT,True,1,1,176655.24,False,False,False,False,0.0,
HDB000ETT20300221,Housing and Development Board,construction,2021-05-07,FY2021,ETT,True,1,1,5368750.0,False,False,False,False,0.0,
PAS000ETT21000028,People's Association,other,2021-05-07,FY2021,ETT,True,3,3,891.2,False,False,False,False,0.0,
HDB000ETT21000006,Housing and Development Board,other,2021-05-07,FY2021,ETT,True,1,1,1860.0,False,False,False,False,0.0,
CDVHQ0ETT20300012,Ministry of Social and Family Development - Ministry Headquarter,IT,2021-05-07,FY2021,ETT,True,1,1,5536630.0,False,False,False,False,0.0,
HDB000ETT21000007,Housing and Development Board,construction,2021-05-07,FY2021,ETT,True,1,1,1888000.0,False,False,False,False,0.0,
SPO000ETT20300057,Singapore Polytechnic,construction,2021-05-07,FY2021,ETT,True,1,1,2277073.0,False,False,False,False,0.0,
MHA00003000006976,Ministry of Home Affairs - Ministry Headquarter 1,training,2021-05-10,FY2021,(no code),False,2,2,671816.0,False,False,False,False,0.0,
HSA000ETT20300055,Health Sciences Authority,other,2021-05-10,FY2021,ETT,True,1,1,5767.0,False,False,False,False,0.0,
LTA000ETT20300056,Land Transport Authority,construction,2021-05-10,FY2021,ETT,True,1,1,241094689.2,False,False,False,False,0.0,
DEF000ETT21000023,Ministry of Defence,other,2021-05-10,FY2021,ETT,True,2,2,113350.0,False,False,False,False,0.0,
JTC000ETT21000010,Jurong Town Corporation,other,2021-05-10,FY2021,ETT,True,1,1,1.0,False,False,False,False,0.0,
TPO000ETT21000003,Temasek Polytechnic,other,2021-05-11,FY2021,ETT,True,1,1,3749846.0,False,False,True,False,1.0,high_share_incumbent
MOE000ETT20300080,Ministry of Education,cleaning/facilities,2021-05-11,FY2021,ETT,True,1,1,2676296.0,False,False,False,False,0.0,
MHA00003000007564,Ministry of Home Affairs - Ministry Headquarter 1,cleaning/facilities,2021-05-11,FY2021,(no code),False,1,1,4791204.0,False,False,False,False,0.0,
FOR000ETT21000010,Ministry of Foreign Affairs,training,2021-05-11,FY2021,ETT,True,4,4,551520.0,False,False,False,False,0.0,
HPB000ETT21000001,Health Promotion Board,other,2021-05-11,FY2021,ETT,True,2,2,2378000.0,False,False,False,False,0.0,
ITA000ETT20300014,Ministry of Digital Development and Information,other,2021-05-11,FY2021,ETT,True,38,38,667.19,False,False,False,False,0.0,
CCY000ETT20300009,"Ministry of Culture, Community and Youth - Ministry Headquarter",consultancy,2021-05-11,FY2021,ETT,True,1,1,598888.0,False,False,False,False,0.0,
LTA000ETT20300078,Land Transport Authority,other,2021-05-11,FY2021,ETT,True,1,1,37768850.0,False,False,False,False,0.0,
LTA000ETT20300077,Land Transport Authority,other,2021-05-11,FY2021,ETT,True,1,1,42776600.0,False,False,False,False,0.0,
HSA000ETT21000006,Health Sciences Authority,supplies,2021-05-11,FY2021,ETT,True,2,2,248420.0,False,False,False,False,0.0,
HDB000ETT20300218,Housing and Development Board,cleaning/facilities,2021-05-12,FY2021,ETT,True,1,1,3629732.07,False,False,False,False,0.0,
NLB000ETT21000006,National Library Board,other,2021-05-12,FY2021,ETT,True,1,1,297000.0,False,False,False,False,0.0,
BCA000ETT21000002,Building and Construction Authority,cleaning/facilities,2021-05-12,FY2021,ETT,True,1,1,2161002.0,False,False,False,False,0.0,
IRA000ETT20300018,Inland Revenue Authority of Singapore,other,2021-05-12,FY2021,ETT,True,1,1,120000.0,False,True,False,False,1.0,round_amount
FOR000ETT20300062,Ministry of Foreign Affairs,supplies,2021-05-12,FY2021,ETT,True,1,1,70882.2,False,False,False,False,0.0,
CAA000ETT21000050,Civil Aviation Authority of Singapore,construction,2021-05-12,FY2021,ETT,True,1,1,231000.0,False,False,False,False,0.0,
MAS000ETT21000007,Monetary Authority of Singapore,other,2021-05-12,FY2021,ETT,True,1,1,45100.0,False,False,False,False,0.0,
PAS000ETT21000047,People's Association,other,2021-05-12,FY2021,ETT,True,1,1,243200.0,False,False,False,False,0.0,
MHA00003000008074,Ministry of Home Affairs - Ministry Headquarter 1,supplies,2021-05-13,FY2021,(no code),False,3,3,6814584.6,False,False,False,False,0.0,
HDB000ETT21000028,Housing and Development Board,construction,2021-05-14,FY2021,ETT,True,1,1,67.8,False,False,False,False,0.0,
PAS000ETT21000056,People's Association,other,2021-05-14,FY2021,ETT,True,1,1,99780.0,False,False,False,False,0.0,
STB000ETT21000007,Singapore Tourism Board,consultancy,2021-05-14,FY2021,ETT,True,1,1,834094.8,False,False,False,False,0.0,
MAS000ETT20300056,Monetary Authority of Singapore,other,2021-05-14,FY2021,ETT,True,1,1,78360.0,False,False,False,False,0.0,
NPB000ETT20300060,National Parks Board,other,2021-05-14,FY2021,ETT,True,1,1,6308698.0,False,False,False,False,0.0,
MHA00003000005731,Ministry of Home Affairs - Ministry Headquarter 1,supplies,2021-05-14,FY2021,(no code),False,1,1,114500.0,False,False,False,False,0.0,
CDVHQ0ETT20300027,Ministry of Social and Family Development - Ministry Headquarter,consultancy,2021-05-14,FY2021,ETT,True,2,2,9.83,False,False,False,False,0.0,
NPO000ETT20300034,Ngee Ann Polytechnic,other,2021-05-17,FY2021,ETT,True,1,1,373969.0,False,False,False,False,0.0,
PUB000ETT20300133,Public Utilities Board,consultancy,2021-05-17,FY2021,ETT,True,1,1,17946298.0,False,False,False,False,0.0,
MDA000ETT21000004,Info-communications Media Development Authority - MDA,supplies,2021-05-17,FY2021,ETT,True,1,1,54150.0,False,False,False,False,0.0,
RPO000ETT21000003,Republic Polytechnic,construction,2021-05-17,FY2021,ETT,True,1,1,263680.0,False,False,False,False,0.0,
NST000ETT21000015,"Agency for Science, Technology and Research",supplies,2021-05-17,FY2021,ETT,True,1,1,162395.05,False,False,False,False,0.0,
MHA00003000006110,Ministry of Home Affairs - Ministry Headquarter 1,other,2021-05-17,FY2021,(no code),False,1,1,410800.0,False,False,False,False,0.0,
HPB000ETT21000003,Health Promotion Board,other,2021-05-17,FY2021,ETT,True,6,6,6.0,False,False,False,False,0.0,
HPB000ETT21000005,Health Promotion Board,other,2021-05-17,FY2021,ETT,True,2,2,2436398.08,False,False,False,False,0.0,
URA000ETT21000004,Urban Redevelopment Authority,consultancy,2021-05-17,FY2021,ETT,True,1,1,740000.0,False,True,False,False,1.0,round_amount
DEF000ETT20300161,Ministry of Defence,supplies,2021-05-17,FY2021,ETT,True,1,1,258000.0,False,False,False,False,0.0,
CDVHQ0ETT21000007,Ministry of Social and Family Development - Ministry Headquarter,construction,2021-05-17,FY2021,ETT,True,1,1,280000.0,False,True,False,False,1.0,round_amount
BCA000ETT21000006,Building and Construction Authority,supplies,2021-05-18,FY2021,ETT,True,1,1,183600.0,False,False,False,False,0.0,
DEF000ETT21000015,Ministry of Defence,other,2021-05-18,FY2021,ETT,True,3,3,3316739.2199999997,False,False,False,False,0.0,
URA000ETT21000009,Urban Redevelopment Authority,IT,2021-05-18,FY2021,ETT,True,1,1,325576.0,False,False,False,False,0.0,
NPB000ETT20300075,National Parks Board,supplies,2021-05-18,FY2021,ETT,True,11,11,254115.02000000002,False,False,False,False,0.0,
JTC000ETT21000005,Jurong Town Corporation,construction,2021-05-18,FY2021,ETT,True,1,1,4798000.0,False,False,False,False,0.0,
NEA000ETT21000008,National Environment Agency,other,2021-05-18,FY2021,ETT,True,1,1,180899.0,False,False,False,False,0.0,
JTC000ETT21000014,Jurong Town Corporation,cleaning/facilities,2021-05-18,FY2021,ETT,True,1,1,487680.0,False,False,False,False,0.0,
PUB000ETT20300279,Public Utilities Board,other,2021-05-19,FY2021,ETT,True,1,1,6750000.0,False,True,False,False,1.0,round_amount
LTA000ETT21000021,Land Transport Authority,other,2021-05-19,FY2021,ETT,True,1,1,499960.0,False,False,False,False,0.0,
JTC000ETT21000008,Jurong Town Corporation,other,2021-05-19,FY2021,ETT,True,1,1,591888.0,False,False,False,False,0.0,
HDB000ETT21000019,Housing and Development Board,construction,2021-05-19,FY2021,ETT,True,1,1,628220.0,False,False,False,False,0.0,
LTA000ETT20300131,Land Transport Authority,other,2021-05-19,FY2021,ETT,True,1,1,1887300.0,False,False,False,False,0.0,
DST000ETT21000001,Defence Science and Technology Agency,supplies,2021-05-19,FY2021,ETT,True,14,14,6495048.24,False,False,False,False,0.0,
CDVHQ0ETT21000011,Ministry of Social and Family Development - Ministry Headquarter,other,2021-05-19,FY2021,ETT,True,1,1,760500.0,False,False,False,False,0.0,
CDVHQ0ETT21000009,Ministry of Social and Family Development - Ministry Headquarter,cleaning/facilities,2021-05-20,FY2021,ETT,True,1,1,1216812.0,False,False,False,False,0.0,
MAS000ETT20300050,Monetary Authority of Singapore,other,2021-05-20,FY2021,ETT,True,1,1,1182760.0,False,False,False,False,0.0,
CPF000ETT20300032,Central Provident Fund Board,consultancy,2021-05-20,FY2021,ETT,True,3,3,354.5,False,False,False,False,0.0,
CITHQ0ETT21000001,Ministry of Transport - Ministry Headquarter,supplies,2021-05-20,FY2021,ETT,True,1,1,398340.0,False,False,False,False,0.0,
MPA000ETT21000013,Maritime and Port Authority of Singapore,IT,2021-05-20,FY2021,ETT,True,1,1,120404.0,False,False,False,False,0.0,
PUB000ETT21000014,Public Utilities Board,construction,2021-05-20,FY2021,ETT,True,1,1,2010900.0,False,False,False,False,0.0,
HSA000ETT21000007,Health Sciences Authority,other,2021-05-20,FY2021,ETT,True,1,1,657320.0,False,False,False,False,0.0,
ESG000ETT21000003,Enterprise Singapore,other,2021-05-21,FY2021,ETT,True,3,3,13290329.11,False,False,False,False,0.0,
NLB000ETT20300021,National Library Board,other,2021-05-21,FY2021,ETT,True,1,1,2268786.0,False,False,False,False,0.0,
NST000ETT21000004,"Agency for Science, Technology and Research",other,2021-05-21,FY2021,ETT,True,1,1,348799.2,False,False,False,False,0.0,
DEF000ETT21000024,Ministry of Defence,other,2021-05-21,FY2021,ETT,True,2,2,189900.0,False,False,False,False,0.0,
SSG000ETT21000005,SkillsFuture Singapore,cleaning/facilities,2021-05-21,FY2021,ETT,True,1,1,1810996.0,False,False,False,False,0.0,
GVT000ETT21000007,Government Technology Agency (GovTech),supplies,2021-05-21,FY2021,ETT,True,1,1,675174.15,False,False,False,False,0.0,
NEA000ETT21000026,National Environment Agency,supplies,2021-05-21,FY2021,ETT,True,1,1,5286720.0,False,False,False,False,0.0,
RPO000ETT21000005,Republic Polytechnic,IT,2021-05-21,FY2021,ETT,True,1,1,7912500.04,False,False,False,False,0.0,
JTC000ETT20300153,Jurong Town Corporation,cleaning/facilities,2021-05-21,FY2021,ETT,True,1,1,179400.0,False,False,False,False,0.0,
MHA00003000008325,Ministry of Home Affairs - Ministry Headquarter 1,other,2021-05-21,FY2021,(no code),False,1,1,71950.0,False,False,False,False,0.0,
SPC000ETT21000031,Singapore Sports Council (Sport Singapore) - SPC,other,2021-05-23,FY2021,ETT,True,1,1,760800.0,False,False,False,False,0.0,
MAS000ETT21000002,Monetary Authority of Singapore,IT,2021-05-24,FY2021,ETT,True,1,1,1476497.0,False,False,False,False,0.0,
FOR000ETT20300059,Ministry of Foreign Affairs,other,2021-05-24,FY2021,ETT,True,1,1,553000.0,False,False,False,False,0.0,
HOMHQ0ETT19300129,Ministry of Home Affairs-Ministry Headquarter,IT,2021-05-24,FY2021,ETT,True,10,10,51200005.0,False,False,False,False,0.0,
MHA00003000007912,Ministry of Home Affairs - Ministry Headquarter 1,consultancy,2021-05-24,FY2021,(no code),False,1,1,280000.0,False,False,False,False,0.0,
HDB000ETT21000023,Housing and Development Board,cleaning/facilities,2021-05-24,FY2021,ETT,True,1,1,368888.8,False,False,False,False,0.0,
NST000ETT21000028,"Agency for Science, Technology and Research",cleaning/facilities,2021-05-24,FY2021,ETT,True,1,1,216738.0,False,False,False,False,0.0,
NPB000ETT20300087,National Parks Board,supplies,2021-05-24,FY2021,ETT,True,7,7,190443.31,False,False,False,False,0.0,
GVT000ETT20300051,Government Technology Agency (GovTech),consultancy,2021-05-24,FY2021,ETT,True,7,7,7.0,False,False,False,False,0.0,
NST000ETT20300093,"Agency for Science, Technology and Research",supplies,2021-05-24,FY2021,ETT,True,1,1,92160.0,False,False,False,False,0.0,
MOE000ETT20300094,Ministry of Education,supplies,2021-05-24,FY2021,ETT,True,3,3,1091.4,False,False,False,False,0.0,
NEA000ETT20300263,National Environment Agency,IT,2021-05-24,FY2021,ETT,True,1,1,159996984.0,False,False,True,False,1.0,high_share_incumbent
INDAVIETT21000001,Assumption Pathway School,training,2021-05-24,FY2021,ETT,True,1,1,789673.0,False,False,False,False,0.0,
LTA000ETT20300121,Land Transport Authority,supplies,2021-05-25,FY2021,ETT,True,1,1,1764548.0,False,False,False,False,0.0,
NATHQ0ETT21000002,Ministry of National Development-Ministry Headquarter,IT,2021-05-25,FY2021,ETT,True,1,1,1537200.0,False,False,False,False,0.0,
DEF000ETT21000014,Ministry of Defence,supplies,2021-05-25,FY2021,ETT,True,1,1,47200.0,False,False,False,False,0.0,
NST000ETT21000019,"Agency for Science, Technology and Research",other,2021-05-25,FY2021,ETT,True,1,1,4983273.35,False,False,False,False,0.0,
CPF000ETT21000008,Central Provident Fund Board,IT,2021-05-25,FY2021,ETT,True,1,1,113400.0,False,False,False,False,0.0,
NST000ETT21000018,"Agency for Science, Technology and Research",other,2021-05-25,FY2021,ETT,True,1,1,578000.0,False,False,False,False,0.0,
URA000ETT21000006,Urban Redevelopment Authority,other,2021-05-25,FY2021,ETT,True,1,1,1250000.0,False,True,False,False,1.0,round_amount
NST000ETT21000011,"Agency for Science, Technology and Research",IT,2021-05-25,FY2021,ETT,True,1,1,55920.0,False,False,False,False,0.0,
JTC000ETT21000019,Jurong Town Corporation,cleaning/facilities,2021-05-25,FY2021,ETT,True,1,1,373773.0,False,False,False,False,0.0,
PUB000ETT21000029,Public Utilities Board,IT,2021-05-25,FY2021,ETT,True,1,1,1015144.0,False,False,False,False,0.0,
HTX000ETT21000003,Home Team Science and Technology Agency,consultancy,2021-05-25,FY2021,ETT,True,1,1,100000.0,False,True,False,False,1.0,round_amount
MPA000ETT21000006,Maritime and Port Authority of Singapore,other,2021-05-25,FY2021,ETT,True,1,1,88000.0,True,False,False,False,0.5,near_threshold
SFA000ETT21000013,Singapore Food Agency,cleaning/facilities,2021-05-26,FY2021,ETT,True,1,1,3415820.0,False,False,False,False,0.0,
CAA000ETT21000054,Civil Aviation Authority of Singapore,cleaning/facilities,2021-05-26,FY2021,ETT,True,1,1,966084.0,False,False,False,False,0.0,
HDB000ETT21000032,Housing and Development Board,cleaning/facilities,2021-05-27,FY2021,ETT,True,1,1,37336.0,False,False,False,False,0.0,
MOE000ETT20300087,Ministry of Education,consultancy,2021-05-27,FY2021,ETT,True,1,1,0.95,False,False,False,False,0.0,
MOE000ETT20300085,Ministry of Education,consultancy,2021-05-27,FY2021,ETT,True,1,1,2.68,False,False,False,False,0.0,
NAC000ETT21000007,National Arts Council,consultancy,2021-05-27,FY2021,ETT,True,1,1,216000.0,False,False,False,False,0.0,
LTA000ETT21000014,Land Transport Authority,other,2021-05-27,FY2021,ETT,True,2,2,1228.0,False,False,False,False,0.0,
DEF000ETT21000028,Ministry of Defence,other,2021-05-27,FY2021,ETT,True,2,2,115760.0,False,False,False,False,0.0,
SLA000ETT21000002,Singapore Land Authority,construction,2021-05-27,FY2021,ETT,True,1,1,410200.0,False,False,False,False,0.0,
MOE000ETT20300089,Ministry of Education,consultancy,2021-05-27,FY2021,ETT,True,1,1,0.76,False,False,False,False,0.0,
